2026-08-13T05:48:08.7394550Z ##[group]Run cargo check --workspace --all-targets
2026-08-13T05:48:08.7395382Z [36;1mcargo check --workspace --all-targets[0m
2026-08-13T05:48:08.7459206Z shell: /usr/bin/bash -e {0}
2026-08-13T05:48:08.7459488Z env:
2026-08-13T05:48:08.7459697Z   CARGO_TERM_COLOR: always
2026-08-13T05:48:30.4827147Z [1m[92m   Compiling[0m tracing-attributes v0.1.31
2026-08-13T05:48:30.5896380Z [1m[92m    Checking[0m rand v0.8.7
2026-08-13T05:48:31.1858841Z [1m[92m    Checking[0m static_assertions v1.1.0
2026-08-13T05:48:31.2346428Z [1m[92m    Checking[0m errno v0.3.14
2026-08-13T05:48:31.2797040Z [1m[92m    Checking[0m konst_macro_rules v0.2.19
2026-08-13T05:48:31.3086818Z [1m[92m    Checking[0m allocator-api2 v0.2.21
2026-08-13T05:48:31.3919201Z [1m[92m    Checking[0m konst v0.2.20
2026-08-13T05:48:31.5577114Z [1m[92m   Compiling[0m aho-corasick v1.1.5
2026-08-13T05:48:31.5684106Z [1m[92m   Compiling[0m regex-syntax v0.8.11
2026-08-13T05:48:31.6077610Z [1m[92m    Checking[0m tracing v0.1.44
2026-08-13T05:48:31.7716878Z [1m[92m    Checking[0m tap v1.0.1
2026-08-13T05:48:31.8416441Z [1m[92m    Checking[0m wyz v0.5.1
2026-08-13T05:48:31.9906424Z [1m[92m    Checking[0m const_format v0.2.36
2026-08-13T05:48:32.2206576Z [1m[92m   Compiling[0m parity-scale-codec v3.7.5
2026-08-13T05:48:32.3296718Z [1m[92m   Compiling[0m thiserror-impl v2.0.20
2026-08-13T05:48:32.3426154Z [1m[92m    Checking[0m funty v2.0.0
2026-08-13T05:48:32.6806936Z [1m[92m    Checking[0m byte-slice-cast v1.2.3
2026-08-13T05:48:32.8406513Z [1m[92m    Checking[0m bitvec v1.1.1
2026-08-13T05:48:33.2456489Z [1m[92m   Compiling[0m regex-automata v0.4.18
2026-08-13T05:48:33.4816372Z [1m[92m   Compiling[0m num-traits v0.2.19
2026-08-13T05:48:33.6076491Z [1m[92m   Compiling[0m heck v0.5.0
2026-08-13T05:48:34.1286380Z [1m[92m    Checking[0m sha2 v0.10.9
2026-08-13T05:48:34.3546430Z [1m[92m   Compiling[0m semver v1.0.28
2026-08-13T05:48:34.4656649Z [1m[92m   Compiling[0m derive_more-impl v1.0.0
2026-08-13T05:48:35.1206580Z [1m[92m   Compiling[0m regex v1.13.1
2026-08-13T05:48:35.3911730Z [1m[92m   Compiling[0m scale-info-derive v2.11.6
2026-08-13T05:48:35.5064327Z [1m[92m    Checking[0m futures-executor v0.3.34
2026-08-13T05:48:35.5935777Z [1m[92m   Compiling[0m thiserror v2.0.20
2026-08-13T05:48:35.8816967Z [1m[92m    Checking[0m futures v0.3.34
2026-08-13T05:48:35.9346478Z [1m[92m    Checking[0m itoa v1.0.18
2026-08-13T05:48:36.0986557Z [1m[92m    Checking[0m either v1.17.0
2026-08-13T05:48:36.2436760Z [1m[92m   Compiling[0m rustc_version v0.4.1
2026-08-13T05:48:36.2626690Z [1m[92m    Checking[0m arrayref v0.3.9
2026-08-13T05:48:36.3076317Z [1m[92m   Compiling[0m zmij v1.0.23
2026-08-13T05:48:36.4646474Z [1m[92m   Compiling[0m curve25519-dalek v4.1.3
2026-08-13T05:48:36.5266454Z [1m[92m    Checking[0m signal-hook-registry v1.4.8
2026-08-13T05:48:36.5714321Z [1m[92m   Compiling[0m tokio-macros v2.7.2
2026-08-13T05:48:36.6107045Z [1m[92m    Checking[0m socket2 v0.6.5
2026-08-13T05:48:36.6756214Z [1m[92m    Checking[0m mio v1.2.2
2026-08-13T05:48:36.8448300Z [1m[92m   Compiling[0m curve25519-dalek-derive v0.1.1
2026-08-13T05:48:36.8716114Z [1m[92m    Checking[0m derive_more v1.0.0
2026-08-13T05:48:36.9219611Z [1m[92m    Checking[0m signature v2.2.0
2026-08-13T05:48:36.9396085Z [1m[92m    Checking[0m hmac v0.12.1
2026-08-13T05:48:37.0026772Z [1m[92m    Checking[0m scale-info v2.11.6
2026-08-13T05:48:37.0496631Z [1m[92m   Compiling[0m crunchy v0.2.4
2026-08-13T05:48:37.0716860Z [1m[92m    Checking[0m tokio v1.53.1
2026-08-13T05:48:37.2936504Z [1m[92m    Checking[0m ed25519 v2.2.3
2026-08-13T05:48:37.3846661Z [1m[92m    Checking[0m bs58 v0.5.1
2026-08-13T05:48:37.5306474Z [1m[92m    Checking[0m hex v0.4.3
2026-08-13T05:48:37.8616515Z [1m[92m   Compiling[0m prettyplease v0.2.37
2026-08-13T05:48:37.9886547Z [1m[92m    Checking[0m foldhash v0.1.5
2026-08-13T05:48:38.1057033Z [1m[92m    Checking[0m hashbrown v0.15.5
2026-08-13T05:48:38.1408444Z [1m[92m    Checking[0m impl-serde v0.5.0
2026-08-13T05:48:38.2436715Z [1m[92m    Checking[0m integer-sqrt v0.1.5
2026-08-13T05:48:38.5626450Z [1m[92m   Compiling[0m getrandom v0.3.4
2026-08-13T05:48:38.7486359Z [1m[92m   Compiling[0m paste v1.0.15
2026-08-13T05:48:38.8960232Z [1m[92m   Compiling[0m getrandom v0.4.3
2026-08-13T05:48:39.1606683Z [1m[92m    Checking[0m bitflags v2.13.1
2026-08-13T05:48:39.3947239Z [1m[92m    Checking[0m uint v0.10.1
2026-08-13T05:48:39.4076854Z [1m[92m    Checking[0m tinyvec_macros v0.1.1
2026-08-13T05:48:39.4493463Z [1m[92m    Checking[0m rustc-hex v2.1.0
2026-08-13T05:48:39.4606137Z [1m[92m    Checking[0m tinyvec v1.12.0
2026-08-13T05:48:39.5266476Z [1m[92m   Compiling[0m lazy_static v1.5.0
2026-08-13T05:48:39.5366327Z [1m[92m    Checking[0m base64 v0.22.1
2026-08-13T05:48:39.5896879Z [1m[92m   Compiling[0m Inflector v0.11.4
2026-08-13T05:48:39.7426332Z [1m[92m    Checking[0m fixed-hash v0.8.0
2026-08-13T05:48:39.7576176Z [1m[92m    Checking[0m impl-num-traits v0.2.0
2026-08-13T05:48:39.7934352Z [1m[92m    Checking[0m impl-codec v0.7.1
2026-08-13T05:48:39.8066629Z [1m[92m   Compiling[0m serde_json v1.0.151
2026-08-13T05:48:39.8546624Z [1m[92m    Checking[0m primitive-types v0.13.1
2026-08-13T05:48:39.8662212Z [1m[92m    Checking[0m constant_time_eq v0.4.2
2026-08-13T05:48:39.9283238Z [1m[92m   Compiling[0m ref-cast v1.0.26
2026-08-13T05:48:39.9556456Z [1m[92m    Checking[0m keccak v0.1.6
2026-08-13T05:48:40.0746994Z [1m[92m    Checking[0m blake2b_simd v1.0.4
2026-08-13T05:48:40.4006482Z [1m[92m   Compiling[0m ref-cast-impl v1.0.26
2026-08-13T05:48:40.5246307Z [1m[92m    Checking[0m tokio-util v0.7.19
2026-08-13T05:48:40.7134034Z [1m[92m   Compiling[0m crossbeam-utils v0.8.22
2026-08-13T05:48:40.8056327Z [1m[92m    Checking[0m der v0.7.10
2026-08-13T05:48:40.9246784Z [1m[92m   Compiling[0m pkg-config v0.3.33
2026-08-13T05:48:41.0036617Z [1m[92m    Checking[0m fnv v1.0.7
2026-08-13T05:48:41.3871010Z [1m[92m   Compiling[0m zstd-sys v2.0.16+zstd.1.5.7
2026-08-13T05:48:41.4026257Z [1m[92m    Checking[0m sha3 v0.10.9
2026-08-13T05:48:41.5096441Z [1m[92m    Checking[0m twox-hash v1.6.3
2026-08-13T05:48:41.5620877Z [1m[92m    Checking[0m blake2 v0.10.6
2026-08-13T05:48:41.6416646Z [1m[92m    Checking[0m base16ct v0.2.0
2026-08-13T05:48:41.6736512Z [1m[92m    Checking[0m environmental v1.1.4
2026-08-13T05:48:41.7277953Z [1m[92m   Compiling[0m termcolor v1.4.1
2026-08-13T05:48:41.7377957Z [1m[92m    Checking[0m serdect v0.2.0
2026-08-13T05:48:41.7475387Z [1m[92m    Checking[0m sp-crypto-hashing v0.1.0
2026-08-13T05:48:41.8167043Z [1m[92m    Checking[0m spki v0.7.3
2026-08-13T05:48:41.8409096Z [1m[92m   Compiling[0m digest v0.9.0
2026-08-13T05:48:41.9136566Z [1m[92m   Compiling[0m fs-err v2.11.0
2026-08-13T05:48:41.9260111Z [1m[92m    Checking[0m ff v0.13.1
2026-08-13T05:48:42.0177985Z [1m[92m    Checking[0m hash-db v0.16.0
2026-08-13T05:48:42.1313943Z [1m[92m    Checking[0m group v0.13.0
2026-08-13T05:48:42.2376694Z [1m[92m    Checking[0m pkcs8 v0.10.2
2026-08-13T05:48:42.3329037Z [1m[92m   Compiling[0m libsecp256k1-core v0.3.0
2026-08-13T05:48:42.6176818Z [1m[92m    Checking[0m sec1 v0.7.3
2026-08-13T05:48:42.8434328Z [1m[92m    Checking[0m crypto-bigint v0.5.5
2026-08-13T05:48:42.9942794Z [1m[92m   Compiling[0m crc32fast v1.5.0
2026-08-13T05:48:43.1466469Z [1m[92m   Compiling[0m time-core v0.1.9
2026-08-13T05:48:43.3139789Z [1m[92m    Checking[0m opaque-debug v0.3.1
2026-08-13T05:48:43.3616413Z [1m[92m   Compiling[0m expander v2.2.1
2026-08-13T05:48:43.4736426Z [1m[92m   Compiling[0m num-conv v0.2.2
2026-08-13T05:48:43.5966858Z [1m[92m   Compiling[0m time-macros v0.2.32
2026-08-13T05:48:43.7676424Z [1m[92m    Checking[0m elliptic-curve v0.13.8
2026-08-13T05:48:44.6090913Z [1m[92m    Checking[0m gimli v0.32.3
2026-08-13T05:48:44.7439614Z [1m[92m    Checking[0m rfc6979 v0.4.0
2026-08-13T05:48:44.7731879Z [1m[92m   Compiling[0m file-guard v0.2.0
2026-08-13T05:48:44.8080484Z [1m[92m   Compiling[0m ahash v0.8.12
2026-08-13T05:48:44.8556269Z [1m[92m    Checking[0m deranged v0.5.8
2026-08-13T05:48:45.0336228Z [1m[92m    Checking[0m sp-std v14.0.0
2026-08-13T05:48:45.0890313Z [1m[92m    Checking[0m base64ct v1.8.3
2026-08-13T05:48:45.4436684Z [1m[92m    Checking[0m powerfmt v0.2.0
2026-08-13T05:48:45.5511219Z [1m[92m    Checking[0m password-hash v0.5.0
2026-08-13T05:48:45.6376421Z [1m[92m    Checking[0m time v0.3.55
2026-08-13T05:48:45.9550070Z [1m[92m    Checking[0m ecdsa v0.16.9
2026-08-13T05:48:46.3758504Z [1m[92m   Compiling[0m libsecp256k1-gen-ecmult v0.3.0
2026-08-13T05:48:46.4582297Z [1m[92m   Compiling[0m libsecp256k1-gen-genmult v0.3.0
2026-08-13T05:48:46.5876586Z [1m[92m    Checking[0m merlin v3.0.0
2026-08-13T05:48:46.6746177Z [1m[92m    Checking[0m unicode-normalization v0.1.22
2026-08-13T05:48:46.8456413Z [1m[92m    Checking[0m ed25519-dalek v2.2.0
2026-08-13T05:48:46.9760369Z [1m[92m    Checking[0m getrandom_or_panic v0.0.3
2026-08-13T05:48:46.9856306Z [1m[92m    Checking[0m crypto-mac v0.8.0
2026-08-13T05:48:47.0192726Z [1m[92m   Compiling[0m secp256k1-sys v0.9.2
2026-08-13T05:48:47.0479493Z [1m[92m    Checking[0m serde_bytes v0.11.19
2026-08-13T05:48:47.1556937Z [1m[92m    Checking[0m bitflags v1.3.2
2026-08-13T05:48:47.1716145Z [1m[92m   Compiling[0m object v0.37.3
2026-08-13T05:48:47.1866406Z [1m[92m    Checking[0m foldhash v0.2.0
2026-08-13T05:48:47.2056526Z [1m[92m    Checking[0m schnorrkel v0.11.5
2026-08-13T05:48:47.3740620Z [1m[92m    Checking[0m hmac v0.8.1
2026-08-13T05:48:47.4516525Z [1m[92m   Compiling[0m libsecp256k1 v0.7.2
2026-08-13T05:48:47.5470729Z [1m[92m    Checking[0m k256 v0.13.4
2026-08-13T05:48:47.7376191Z [1m[92m    Checking[0m pbkdf2 v0.12.2
2026-08-13T05:48:47.8007271Z [1m[92m   Compiling[0m ss58-registry v1.51.0
2026-08-13T05:48:47.8403027Z [1m[92m    Checking[0m block-buffer v0.9.0
2026-08-13T05:48:47.9156394Z [1m[92m   Compiling[0m ahash v0.7.8
2026-08-13T05:48:48.0494014Z [1m[92m    Checking[0m dyn-clone v1.0.20
2026-08-13T05:48:48.1536409Z [1m[92m    Checking[0m sha2 v0.9.9
2026-08-13T05:48:48.4766593Z [1m[92m    Checking[0m hmac-drbg v0.3.0
2026-08-13T05:48:49.5466809Z [1m[92m    Checking[0m hashbrown v0.16.1
2026-08-13T05:48:50.2806493Z [1m[92m    Checking[0m num-format v0.4.4
2026-08-13T05:48:50.6394636Z [1m[92m    Checking[0m http v1.5.0
2026-08-13T05:48:51.3308505Z [1m[92m    Checking[0m ed25519-zebra v4.2.0
2026-08-13T05:48:51.5907262Z [1m[92m    Checking[0m substrate-bip39 v0.6.1
2026-08-13T05:48:51.6786977Z [1m[92m    Checking[0m hash256-std-hasher v0.15.2
2026-08-13T05:48:51.7344354Z [1m[92m    Checking[0m secp256k1 v0.28.2
2026-08-13T05:48:51.9982274Z [1m[92m    Checking[0m itertools v0.11.0
2026-08-13T05:48:52.0157931Z [1m[92m   Compiling[0m serde_spanned v0.6.9
2026-08-13T05:48:52.1056494Z [1m[92m   Compiling[0m toml_datetime v0.6.11
2026-08-13T05:48:52.2911636Z [1m[92m    Checking[0m secrecy v0.8.0
2026-08-13T05:48:52.3696379Z [1m[92m   Compiling[0m toml_write v0.1.2
2026-08-13T05:48:52.4866052Z [1m[92m   Compiling[0m winnow v0.7.15
2026-08-13T05:48:52.9576487Z [1m[92m    Checking[0m array-bytes v6.2.3
2026-08-13T05:48:53.0707223Z [1m[92m   Compiling[0m cranelift-srcgen v0.123.13
2026-08-13T05:48:53.2876572Z [1m[92m   Compiling[0m cranelift-assembler-x64-meta v0.123.13
2026-08-13T05:48:53.8286429Z [1m[92m    Checking[0m hashbrown v0.12.3
2026-08-13T05:48:54.0266846Z [1m[92m   Compiling[0m same-file v1.0.6
2026-08-13T05:48:54.1533947Z [1m[92m   Compiling[0m toml_edit v0.22.27
2026-08-13T05:48:54.1916267Z [1m[92m    Checking[0m regex-syntax v0.6.29
2026-08-13T05:48:54.2316465Z [1m[92m    Checking[0m rustc-demangle v0.1.28
2026-08-13T05:48:54.4237249Z [1m[92m    Checking[0m lru v0.7.8
2026-08-13T05:48:54.5304593Z [1m[92m   Compiling[0m walkdir v2.5.0
2026-08-13T05:48:54.7631710Z [1m[92m   Compiling[0m pulley-macros v36.0.13
2026-08-13T05:48:54.9896529Z [1m[92m   Compiling[0m proc-macro-warning v1.84.1
2026-08-13T05:48:55.1576350Z [1m[92m   Compiling[0m crossbeam-epoch v0.9.20
2026-08-13T05:48:55.2949706Z [1m[92m    Checking[0m overload v0.1.1
2026-08-13T05:48:55.3456587Z [1m[92m    Checking[0m tracing-log v0.2.0
2026-08-13T05:48:55.3459786Z [1m[92m    Checking[0m nu-ansi-term v0.46.0
2026-08-13T05:48:55.3956921Z [1m[92m    Checking[0m regex-automata v0.1.10
2026-08-13T05:48:55.4846439Z [1m[92m    Checking[0m addr2line v0.25.1
2026-08-13T05:48:55.5046571Z [1m[92m    Checking[0m sharded-slab v0.1.7
2026-08-13T05:48:55.7308840Z [1m[92m    Checking[0m cranelift-bitset v0.123.13
2026-08-13T05:48:55.8676418Z [1m[92m   Compiling[0m toml v0.8.23
2026-08-13T05:48:55.9026446Z [1m[92m    Checking[0m matchers v0.1.0
2026-08-13T05:48:55.9126282Z [1m[92m   Compiling[0m derive-syn-parse v0.2.0
2026-08-13T05:48:55.9846660Z [1m[92m    Checking[0m thread_local v1.1.10
2026-08-13T05:48:56.1006307Z [1m[92m    Checking[0m rustc-hash v2.1.3
2026-08-13T05:48:56.2938805Z [1m[92m   Compiling[0m rustix v1.1.4
2026-08-13T05:48:56.4443797Z [1m[92m   Compiling[0m httparse v1.10.1
2026-08-13T05:48:56.4786656Z [1m[92m   Compiling[0m cranelift-isle v0.123.13
2026-08-13T05:48:56.6348092Z [1m[92m   Compiling[0m pulley-interpreter v36.0.13
2026-08-13T05:48:56.6876659Z [1m[92m    Checking[0m tracing-subscriber v0.3.19
2026-08-13T05:48:56.9837067Z [1m[92m    Checking[0m linux-raw-sys v0.12.1
2026-08-13T05:48:57.0666453Z [1m[92m   Compiling[0m cranelift-codegen-shared v0.123.13
2026-08-13T05:48:57.1314124Z [1m[92m   Compiling[0m target-lexicon v0.13.5
2026-08-13T05:48:57.6916455Z [1m[92m    Checking[0m cranelift-entity v0.123.13
2026-08-13T05:48:57.9927257Z [1m[92m   Compiling[0m cranelift-assembler-x64 v0.123.13
2026-08-13T05:48:58.1616606Z [1m[92m   Compiling[0m sp-debug-derive v15.0.0
2026-08-13T05:48:58.3560895Z [1m[92m   Compiling[0m cranelift-codegen-meta v0.123.13
2026-08-13T05:48:58.6356316Z [1m[92m   Compiling[0m jam-codec v0.1.1
2026-08-13T05:48:58.7586265Z [1m[92m    Checking[0m nohash-hasher v0.2.0
2026-08-13T05:48:59.3266284Z [1m[92m    Checking[0m uuid v1.24.0
2026-08-13T05:48:59.6036636Z [1m[92m    Checking[0m bumpalo v3.20.3
2026-08-13T05:48:59.7276808Z [1m[92m    Checking[0m wasmtime-internal-math v36.0.13
2026-08-13T05:48:59.7717932Z [1m[92m    Checking[0m hex-conservative v0.2.2
2026-08-13T05:48:59.7906388Z [1m[92m   Compiling[0m jam-codec-derive v0.1.1
2026-08-13T05:48:59.9150793Z [1m[92m   Compiling[0m wasmtime-internal-versioned-export-macros v36.0.13
2026-08-13T05:49:00.1646519Z [1m[92m    Checking[0m arbitrary v1.4.2
2026-08-13T05:49:00.6666602Z [1m[92m    Checking[0m bitcoin_hashes v0.14.101
2026-08-13T05:49:00.7447576Z [1m[92m    Checking[0m cranelift-control v0.123.13
2026-08-13T05:49:01.3076102Z [1m[92m    Checking[0m regalloc2 v0.12.2
2026-08-13T05:49:01.3445333Z [1m[92m   Compiling[0m cranelift-codegen v0.123.13
2026-08-13T05:49:02.3726465Z [1m[92m    Checking[0m sp-storage v25.0.0
2026-08-13T05:49:02.6096583Z [1m[92m    Checking[0m cranelift-bforest v0.123.13
2026-08-13T05:49:02.8023510Z [1m[92m   Compiling[0m crossbeam-deque v0.8.7
2026-08-13T05:49:03.0236260Z [1m[92m   Compiling[0m wasmparser v0.236.1
2026-08-13T05:49:03.2017724Z [1m[92m   Compiling[0m common-path v1.0.0
2026-08-13T05:49:03.2656358Z [1m[92m   Compiling[0m docify_macros v0.2.9
2026-08-13T05:49:04.1848089Z [1m[92m    Checking[0m sp-externalities v0.34.0
2026-08-13T05:49:04.3206470Z [1m[92m    Checking[0m bounded-collections v0.3.2
2026-08-13T05:49:04.6667344Z [1m[92m    Checking[0m bip39 v2.2.2
2026-08-13T05:49:04.8272492Z [1m[92m    Checking[0m cobs v0.3.0
2026-08-13T05:49:04.9206874Z [1m[92m   Compiling[0m cpp_demangle v0.4.5
2026-08-13T05:49:05.2167735Z [1m[92m   Compiling[0m rayon-core v1.13.0
2026-08-13T05:49:05.3366469Z [1m[92m   Compiling[0m wasm-encoder v0.236.1
2026-08-13T05:49:05.5116392Z [1m[92m   Compiling[0m zstd-safe v7.2.4
2026-08-13T05:49:06.4296431Z [1m[92m    Checking[0m postcard v1.1.3
2026-08-13T05:49:07.0606745Z [1m[92m   Compiling[0m ittapi-sys v0.4.0
2026-08-13T05:49:08.3856449Z [1m[92m    Checking[0m leb128fmt v0.1.0
2026-08-13T05:49:10.1588287Z [1m[92m    Checking[0m wasmprinter v0.236.1
2026-08-13T05:49:10.3456397Z [1m[92m   Compiling[0m wasmtime-internal-jit-debug v36.0.13
2026-08-13T05:49:10.4726071Z [1m[92m    Checking[0m http-body v1.1.0
2026-08-13T05:49:10.5655496Z [1m[92m    Checking[0m dirs-sys-next v0.1.2
2026-08-13T05:49:10.6537117Z [1m[92m   Compiling[0m wasmtime-internal-unwinder v36.0.13
2026-08-13T05:49:10.7996948Z [1m[92m   Compiling[0m wasmtime-internal-cache v36.0.13
2026-08-13T05:49:11.0286575Z [1m[92m    Checking[0m directories-next v2.0.0
2026-08-13T05:49:11.1376189Z [1m[92m    Checking[0m zstd v0.13.3
2026-08-13T05:49:11.2634657Z [1m[92m    Checking[0m wasmtime-environ v36.0.13
2026-08-13T05:49:11.2996621Z [1m[92m    Checking[0m rayon v1.12.0
2026-08-13T05:49:11.6336183Z [1m[92m    Checking[0m docify v0.2.9
2026-08-13T05:49:11.6856989Z [1m[92m   Compiling[0m wasmtime v36.0.13
2026-08-13T05:49:11.8556420Z [1m[92m    Checking[0m debugid v0.8.0
2026-08-13T05:49:11.9606892Z [1m[92m    Checking[0m itertools v0.14.0
2026-08-13T05:49:12.9584004Z [1m[92m    Checking[0m fxhash v0.2.1
2026-08-13T05:49:13.0316500Z [1m[92m    Checking[0m hashbrown v0.13.2
2026-08-13T05:49:13.0586358Z [1m[92m    Checking[0m fxprof-processed-profile v0.6.0
2026-08-13T05:49:13.3867870Z [1m[92m    Checking[0m schnellru v0.2.4
2026-08-13T05:49:13.4776498Z [1m[92m    Checking[0m ittapi v0.4.0
2026-08-13T05:49:13.5717164Z [1m[92m    Checking[0m sp-core v43.0.0
2026-08-13T05:49:13.6514575Z [1m[92m    Checking[0m memfd v0.6.5
2026-08-13T05:49:13.6639213Z [1m[92m    Checking[0m wasmtime-internal-jit-icache-coherence v36.0.13
2026-08-13T05:49:13.7196769Z [1m[92m    Checking[0m trie-root v0.18.0
2026-08-13T05:49:13.7396500Z [1m[92m    Checking[0m wasmtime-internal-asm-macros v36.0.13
2026-08-13T05:49:13.7867274Z [1m[92m    Checking[0m atomic-waker v1.1.2
2026-08-13T05:49:13.8046350Z [1m[92m    Checking[0m wasmtime-internal-slab v36.0.13
2026-08-13T05:49:13.8457187Z [1m[92m    Checking[0m adler2 v2.0.1
2026-08-13T05:49:13.8832673Z [1m[92m    Checking[0m tower-service v0.3.3
2026-08-13T05:49:13.9106397Z [1m[92m    Checking[0m miniz_oxide v0.8.9
2026-08-13T05:49:13.9386528Z [1m[92m    Checking[0m h2 v0.4.15
2026-08-13T05:49:14.0856703Z [1m[92m    Checking[0m http-body-util v0.1.5
2026-08-13T05:49:14.2896606Z [1m[92m   Compiling[0m prometheus v0.13.4
2026-08-13T05:49:14.4016451Z [1m[92m    Checking[0m httpdate v1.0.3
2026-08-13T05:49:14.5266501Z [1m[92m    Checking[0m backtrace v0.3.76
2026-08-13T05:49:14.7853749Z [1m[92m    Checking[0m sp-panic-handler v13.0.2
2026-08-13T05:49:15.2226531Z [1m[92m    Checking[0m sp-tracing v19.0.0
2026-08-13T05:49:15.4796794Z [1m[92m   Compiling[0m sp-runtime-interface-proc-macro v21.0.0
2026-08-13T05:49:16.8696573Z [1m[92m   Compiling[0m strum_macros v0.26.4
2026-08-13T05:49:17.0966497Z [1m[92m    Checking[0m hyper v1.11.0
2026-08-13T05:49:17.8476437Z [1m[92m    Checking[0m hyper-util v0.1.20
2026-08-13T05:49:18.0891471Z [1m[92m    Checking[0m substrate-prometheus-endpoint v0.17.7
2026-08-13T05:49:18.2369252Z [1m[92m    Checking[0m memory-db v0.34.0
2026-08-13T05:49:18.3476274Z [1m[92m    Checking[0m trie-db v0.31.0
2026-08-13T05:49:18.6296422Z [1m[92m   Compiling[0m sp-io v48.0.0
2026-08-13T05:49:19.0071623Z [1m[92m    Checking[0m sp-keystore v0.49.0
2026-08-13T05:49:19.1616339Z [1m[92m    Checking[0m sp-arithmetic v28.0.1
2026-08-13T05:49:19.3155372Z [1m[92m    Checking[0m sp-trie v46.0.0
2026-08-13T05:49:19.5086594Z [1m[92m    Checking[0m binary-merkle-tree v16.1.1
2026-08-13T05:49:19.6312938Z [1m[92m    Checking[0m simple-mermaid v0.1.1
2026-08-13T05:49:19.6816481Z [1m[92m    Checking[0m tuplex v0.1.2
2026-08-13T05:49:20.0947099Z [1m[92m    Checking[0m strum v0.26.3
2026-08-13T05:49:20.1587118Z [1m[92m    Checking[0m sp-state-machine v0.53.0
2026-08-13T05:49:20.5466532Z [1m[92m    Checking[0m sp-weights v36.0.0
2026-08-13T05:49:20.7716527Z [1m[92m   Compiling[0m async-trait v0.1.92
2026-08-13T05:49:22.1546544Z [1m[92m    Checking[0m frame-metadata v23.0.1
2026-08-13T05:49:22.4216628Z [1m[92m   Compiling[0m derive-where v1.6.1
2026-08-13T05:49:22.4576862Z [1m[92m    Checking[0m parity-wasm v0.45.0
2026-08-13T05:49:23.0327249Z [1m[92m   Compiling[0m sp-crypto-hashing-proc-macro v0.1.0
2026-08-13T05:49:23.1725686Z [1m[92m   Compiling[0m sp-version-proc-macro v15.0.0
2026-08-13T05:49:23.1846430Z [1m[92m    Checking[0m cranelift-frontend v0.123.13
2026-08-13T05:49:23.3526404Z [1m[92m    Checking[0m cranelift-native v0.123.13
2026-08-13T05:49:23.4686430Z [1m[92m    Checking[0m sp-metadata-ir v0.15.0
2026-08-13T05:49:23.4857821Z [1m[92m    Checking[0m wasmtime-internal-cranelift v36.0.13
2026-08-13T05:49:23.5257076Z [1m[92m   Compiling[0m sp-api-proc-macro v29.0.0
2026-08-13T05:49:23.5628600Z [1m[92m   Compiling[0m syn v1.0.109
2026-08-13T05:49:24.0336756Z [1m[92m   Compiling[0m tiny-keccak v2.0.2
2026-08-13T05:49:24.3496552Z [1m[92m   Compiling[0m const-random-macro v0.1.16
2026-08-13T05:49:24.5916391Z [1m[92m   Compiling[0m const-random v0.1.18
2026-08-13T05:49:24.6456578Z [1m[92m   Compiling[0m macro_magic_core_macros v0.5.1
2026-08-13T05:49:24.8256375Z [1m[92m   Compiling[0m macro_magic_core v0.5.1
2026-08-13T05:49:25.1676498Z [1m[92m   Compiling[0m proc-macro-error-attr v1.0.4
2026-08-13T05:49:25.3266561Z [1m[92m   Compiling[0m macro_magic_macros v0.5.1
2026-08-13T05:49:26.1436408Z [1m[92m   Compiling[0m proc-macro-error v1.0.4
2026-08-13T05:49:26.5726762Z [1m[92m   Compiling[0m frame-support-procedural-tools-derive v12.0.0
2026-08-13T05:49:26.8506504Z [1m[92m   Compiling[0m include_dir_macros v0.7.4
2026-08-13T05:49:26.9017049Z [1m[92m   Compiling[0m frame-support-procedural-tools v13.0.1
2026-08-13T05:49:27.1306942Z [1m[92m   Compiling[0m include_dir v0.7.4
2026-08-13T05:49:27.2397059Z [1m[92m   Compiling[0m macro_magic v0.5.1
2026-08-13T05:49:27.2996500Z [1m[92m   Compiling[0m cfg-expr v0.15.8
2026-08-13T05:49:27.4326375Z [1m[92m   Compiling[0m itertools v0.10.5
2026-08-13T05:49:27.7436747Z [1m[92m   Compiling[0m frame-support-procedural v40.0.0
2026-08-13T05:49:28.0147222Z [1m[92m    Checking[0m tt-call v1.0.9
2026-08-13T05:49:28.3576471Z [1m[92m   Compiling[0m synstructure v0.13.2
2026-08-13T05:49:28.5576697Z [1m[92m   Compiling[0m aquamarine v0.5.0
2026-08-13T05:49:28.8616510Z [1m[92m   Compiling[0m zerofrom-derive v0.1.7
2026-08-13T05:49:29.0697035Z [1m[92m   Compiling[0m displaydoc v0.2.7
2026-08-13T05:49:29.2387069Z [1m[92m    Checking[0m sp-wasm-interface v27.0.0
2026-08-13T05:49:29.6386485Z [1m[92m   Compiling[0m yoke-derive v0.8.2
2026-08-13T05:49:29.7206567Z [1m[92m    Checking[0m sp-runtime-interface v37.0.0
2026-08-13T05:49:29.9126717Z [1m[92m    Checking[0m zerofrom v0.1.8
2026-08-13T05:49:30.5856308Z [1m[92m    Checking[0m stable_deref_trait v1.2.1
2026-08-13T05:49:30.6316255Z [1m[92m    Checking[0m yoke v0.8.3
2026-08-13T05:49:30.9476517Z [1m[92m   Compiling[0m zerovec-derive v0.11.3
